Year,ID,Name,Import,Export,ImpIDA,ImpIDB,ImpIDC,ImpIDD,ImpIDE,ImpIDF,ImpIDG,ImpIDH,ImpIDI,ImpIDJ,ImportA,ImportB,ImportC,ImportD,ImportE,ImportF,ImportG,ImportH,ImportI,ImportJ,ExpIDA,ExpIDB,ExpIDC,ExpIDD,ExpIDE,ExpIDF,ExpIDG,ExpIDH,ExpIDI,ExpIDJ,ExportA,ExportB,ExportC,ExportD,ExportE,ExportF,ExportG,ExportH,ExportI,ExportJ
2018,430,Liberia,1222.588,,384,,,,,,,,,,1222.588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,434,Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,440,Lithuania,710898.074,140305.283,428,643,752,112,616,,,,,,242870.599,209772.906,162764.651,54299.357,41190.561,,,,,,616,428,752,643,,,,,,,85947.207,42424.552,11625.095,308.429,,,,,,
2018,442,Luxembourg,299243.436,109201.386,276,372,056,100,203,,,,,,195335.242,75665.713,19411.106,7188.675,1642.7,,,,,,203,372,276,040,100,056,,,,,44324.119,35669.43,10136.442,7066.812,6326.177,5678.406,,,,
2018,446,"China, Macao SAR",476351.446,,156,,,,,,,,,,476351.446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,450,Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,454,Malawi,98.745,,508,,,,,,,,,,98.745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,458,Malaysia,2183.002,109329.083,418,764,,,,,,,,,1261.844,921.158,,,,,,,,,360,764,,,,,,,,,109049.238,279.845,,,,,,,,
2018,462,Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,466,Mali,43065.691,,384,,,,,,,,,,43065.691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,470,Malta,41736.004,818.492,380,,,,,,,,,,41736.004,,,,,,,,,,380,360,,,,,,,,,771.363,47.129,,,,,,,,
2018,478,Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,480,Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,484,Mexico,21804.655,82217.702,320,,,,,,,,,,21804.655,,,,,,,,,,320,372,,,,,,,,,82217.167,0.535,,,,,,,,
2018,490,"Other Asia, nes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,496,Mongolia,142935.526,374.051,156,643,,,,,,,,,114812.936,28122.59,,,,,,,,,643,,,,,,,,,,374.051,,,,,,,,,
2018,498,Rep. of Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,499,Montenegro,44796.599,60502.669,070,757,705,688,208,203,,,,,15808.787,11260.36,8056.723,7178.064,1612.835,879.83,,,,,688,203,070,757,705,208,100,,,,18321.541,16790.847,9724.842,6679.969,5052.148,3931.615,1.707,,,
2018,500,Montserrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,504,Morocco,244400.677,8028.154,724,012,,,,,,,,,239075.396,5325.281,,,,,,,,,724,,,,,,,,,,8028.154,,,,,,,,,
2018,508,Mozambique,258277.473,290959.804,710,894,156,784,716,748,,,,,257833.52,329.545,88.454,21.728,4.109,0.117,,,,,710,716,516,426,784,894,748,454,,,239766.903,28282.27,11576.439,6235.87,2383.384,1731.655,884.538,98.745,,
2018,512,Oman,54.674,5.03,784,860,,,,,,,,,52.842,1.832,,,,,,,,,887,634,,,,,,,,,3.506,1.524,,,,,,,,
2018,516,Namibia,84919.261,854.78,710,894,508,716,,,,,,,47245.445,19488.623,11576.439,6608.754,,,,,,,710,,,,,,,,,,854.78,,,,,,,,,
2018,520,Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,524,Nepal,39325.725,,699,,,,,,,,,,39325.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,528,Netherlands,1287251.302,1267961.649,276,579,056,826,203,,,,,,965921.429,204807.436,101534.765,14432.506,555.166,,,,,,056,826,276,579,203,,,,,,690955.116,522575.408,35934.492,17732.46,764.173,,,,,
2018,530,Netherlands Antilles (...2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,531,Curaçao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,533,Aruba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,534,Saint Maarten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,535,Bonaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,540,New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,548,Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,554,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,558,Nicaragua,1226.641,,320,222,,,,,,,,,1210.938,15.703,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,562,Niger,36592.535,,566,,,,,,,,,,36592.535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,566,Nigeria,,138214.157,,,,,,,,,,,,,,,,,,,,,768,562,,,,,,,,,101621.622,36592.535,,,,,,,,
2018,570,Niue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,574,Norfolk Isds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,578,Norway,385105.563,974953.681,752,208,528,246,643,,,,,,238721.221,124096.851,17732.46,3585.722,969.309,,,,,,752,208,528,246,643,,,,,,487238.886,272324.028,204807.436,10580.829,2.502,,,,,
2018,580,N. Mariana Isds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,583,FS Micronesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,584,Marshall Isds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,585,Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,586,Pakistan,40458.65,,364,,,,,,,,,,40458.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,591,Panama,247.681,25311.183,222,320,,,,,,,,,199.211,48.47,,,,,,,,,222,320,,,,,,,,,25309.663,1.52,,,,,,,,
2018,598,Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,600,Paraguay,,2107857.729,,,,,,,,,,,,,,,,,,,,,076,032,,,,,,,,,1641727.739,466129.99,,,,,,,,
2018,604,Peru,433.77,,218,170,,,,,,,,,219.969,213.801,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,608,Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,612,Pitcairn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,616,Poland,804201.6,356142.343,276,752,440,804,203,703,860,,,,439397.631,165571.591,85947.207,70079.184,41967.95,1237.868,0.169,,,,703,203,440,752,276,,,,,,159858.978,134454.116,41190.561,19655.255,983.433,,,,,
2018,620,Portugal,228204.947,420807.899,724,,,,,,,,,,228204.947,,,,,,,,,,724,,,,,,,,,,420807.899,,,,,,,,,
2018,624,Guinea-Bissau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,626,Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,634,Qatar,1.524,,512,,,,,,,,,,1.524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,642,Romania,154745.082,190841.376,348,100,688,757,804,300,,,,,71589.52,62950.052,14110.265,3994.662,1894.425,206.158,,,,,348,688,757,100,300,804,,,,,134197.832,35708.337,10269.675,6513.632,2647.543,1504.357,,,,
2018,643,Russian Federation,87186.156,879441.11,398,031,268,246,496,440,428,860,579,,79679.985,4584.833,1614.69,438.334,374.051,308.429,169.005,14.327,2.502,,246,440,156,428,398,496,268,031,804,112,356431.047,209772.906,138349.09,72288.377,55792.54,28122.59,9332.864,3694.252,2499.195,2188.94
2018,646,Rwanda,5203.731,349.492,180,800,,,,,,,,,4516.68,687.051,,,,,,,,,800,180,,,,,,,,,345.503,3.989,,,,,,,,
2018,652,Saint Barthélemy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,654,Saint Helena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,659,Saint Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,660,Anguilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,662,Saint Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,666,Saint Pierre and Miquelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,670,Saint Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,674,San Marino,31063.786,,380,,,,,,,,,,31063.786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,678,Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,682,Saudi Arabia,7.924,,784,,,,,,,,,,7.924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,686,Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,688,Serbia,437407.995,348137.661,348,070,100,203,642,191,008,499,807,705,116115.039,101885.304,53128.051,38968.144,35708.337,33656.087,22116.828,18321.541,14217.719,2121.562,191,348,008,807,705,642,100,070,300,499,102163.704,67173.274,55878.187,32838.366,28779.241,14110.265,13099.824,12190.173,9687.699,7178.064
2018,690,Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,694,Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,697,"Europe EFTA, nes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,699,India,31071.417,228872.348,064,842,,,,,,,,,31071.281,0.136,,,,,,,,,050,524,104,,,,,,,,189447.958,39325.725,98.665,,,,,,,
2018,702,Singapore,480.144,,860,764,,,,,,,,,480.021,0.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,703,Slovakia,886193.415,721180.962,203,616,348,100,300,070,705,,,,688250.64,159858.978,34365.077,2323.891,727.751,406.083,260.995,,,,348,203,804,300,616,688,070,705,807,100,442525.285,175442.762,97489.516,2432.668,1237.868,1034.992,633.618,235.395,92.117,56.741
2018,704,Viet Nam,167706.441,87801.954,156,418,860,,,,,,,,95330.83,72374.603,1.008,,,,,,,,116,418,,,,,,,,,86186.888,1615.066,,,,,,,,
2018,705,Slovenia,620354.079,413672.911,040,191,100,300,757,688,380,008,276,070,198698.454,151622.968,79524.315,51021.421,32868.907,28779.241,26169.322,15195.636,13950.379,5723.333,300,191,040,276,380,070,499,203,348,807,159852.675,149486.334,36369.887,16229.224,15326.964,8844.709,8056.723,4845.812,3239.459,3055.054
2018,706,Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,710,South Africa,240684.244,477062.948,508,516,426,,,,,,,,239766.903,854.78,62.561,,,,,,,,508,716,516,748,426,894,072,180,,,257833.52,81843.268,47245.445,42214.384,20278.478,16382.765,11262.151,2.937,,
2018,711,Southern African Customs Union (...1999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,716,Zimbabwe,113026.678,15019.701,710,508,894,,,,,,,,81843.268,28282.27,2901.14,,,,,,,,748,516,894,508,,,,,,,8348.309,6608.754,58.529,4.109,,,,,,
2018,724,Spain,1419043.638,758513.337,251,620,504,,,,,,,,990207.585,420807.899,8028.154,,,,,,,,251,504,620,020,,,,,,,278025.684,239075.396,228204.947,13207.31,,,,,,
2018,728,South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,729,Sudan,16.268,0.01,818,784,,,,,,,,,10.9,5.368,,,,,,,,,792,,,,,,,,,,0.01,,,,,,,,,
2018,736,Sudan (...2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,740,Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,748,Eswatini,51447.231,0.117,710,716,508,,,,,,,,42214.384,8348.309,884.538,,,,,,,,508,,,,,,,,,,0.117,,,,,,,,,
2018,752,Sweden,709067.413,1644152.729,579,208,276,616,440,246,,,,,487238.886,156732.267,24803.806,19655.255,11625.095,9012.104,,,,,246,208,579,616,440,276,,,,,759892.062,248010.83,238721.221,165571.591,162764.651,69192.374,,,,
2018,757,Switzerland,1920968.078,1067501.308,251,276,040,380,070,203,642,499,807,191,792585.088,690621.179,307103.248,41217.187,35653.443,27429.084,10269.675,6679.969,5036.979,3610.247,380,251,276,040,705,191,499,807,642,203,353238.903,300936.863,284194.707,47741.451,32868.907,24757.604,11260.36,8344.774,3994.662,163.077
2018,760,Syria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,762,Tajikistan,0.372,29696.477,860,398,,,,,,,,,0.371,0.001,,,,,,,,,860,398,,,,,,,,,29617.69,78.787,,,,,,,,
2018,764,Thailand,1381559.912,84324.221,418,458,,,,,,,,,1381280.067,279.845,,,,,,,,,116,418,104,458,344,702,,,,,47317.063,21159.113,14900.401,921.158,26.363,0.123,,,,
2018,768,Togo,141310.441,85798.508,566,288,384,,,,,,,,101621.622,31121.115,8567.704,,,,,,,,204,854,,,,,,,,,85245.233,553.275,,,,,,,,
2018,772,Tokelau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,776,Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,780,Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,784,United Arab Emirates,2388.157,34058.581,508,276,860,,,,,,,,2383.384,2.952,1.821,,,,,,,,894,348,512,508,368,682,792,729,887,,33754.36,191.526,52.842,21.728,18.176,7.924,6.127,5.368,0.53,
2018,788,Tunisia,493.729,,012,,,,,,,,,,493.729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,792,Türkiye,81599.373,107322.37,100,031,268,203,300,784,860,729,,,41190.724,24422.303,12907.307,1938.197,1132.28,6.127,2.425,0.01,,,100,300,203,268,,,,,,,57587.472,25435.443,21697.418,2602.037,,,,,,
2018,795,Turkmenistan,8.948,,860,,,,,,,,,,8.948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,796,Turks and Caicos Isds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,798,Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,800,Uganda,7019.136,36400.396,404,646,,,,,,,,,6673.633,345.503,,,,,,,,,404,834,646,180,,,,,,,27864.523,7649.36,687.051,199.462,,,,,,
2018,804,Ukraine,101562.981,278283.453,703,643,642,112,860,,,,,,97489.516,2499.195,1504.357,67.7,2.213,,,,,,348,616,203,642,,,,,,,203863.437,70079.184,2446.407,1894.425,,,,,,
2018,807,North Macedonia,147709.027,53634.256,100,688,300,203,757,705,348,703,,,58242.882,32838.366,21785.066,20299.317,8344.774,3055.054,3051.451,92.117,,,203,688,300,757,705,100,348,,,,18201.581,14217.719,11965.483,5036.979,2434.302,1370.058,408.134,,,
2018,810,USSR (...1990),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,818,Egypt,,18749.359,,,,,,,,,,,,,,,,,,,,,400,729,,,,,,,,,18738.459,10.9,,,,,,,,
2018,826,United Kingdom,1645493.634,193396.397,251,528,372,203,100,705,056,860,,,970139.632,522575.408,124184.429,24104.212,2570.46,1840.915,76.596,1.982,,,372,251,528,203,100,300,705,056,,,130823.733,33757.638,14432.506,10875.513,2141.752,1056.342,194.747,114.166,,
2018,834,United Rep. of Tanzania,18606.925,0.178,894,800,,,,,,,,,10957.565,7649.36,,,,,,,,,180,,,,,,,,,,0.178,,,,,,,,,
2018,842,USA,2249290.978,393166.202,124,860,320,,,,,,,,2249072.969,112.326,105.683,,,,,,,,124,410,699,,,,,,,,393164.431,1.635,0.136,,,,,,,
2018,849,US Misc. Pacific Isds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,854,Burkina Faso,83680.228,,384,288,768,,,,,,,,65899.975,17226.978,553.275,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,858,Uruguay,1924.773,67421.227,032,,,,,,,,,,1924.773,,,,,,,,,,076,032,,,,,,,,,61078.113,6343.114,,,,,,,,
2018,860,Uzbekistan,45798.961,167194.189,762,417,,,,,,,,,29617.69,16181.271,,,,,,,,,004,702,156,842,031,040,643,795,410,376,166216.408,480.021,141.371,112.326,105.073,59.588,14.327,8.948,8.053,8.027
2018,862,Venezuela,,42769.604,,,,,,,,,,,,,,,,,,,,,076,,,,,,,,,,42769.604,,,,,,,,,
2018,876,Wallis and Futuna Isds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,882,Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,887,Yemen,4.036,,512,784,,,,,,,,,3.506,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,891,Serbia and Montenegro (...2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,894,Zambia,51927.309,85671.822,784,710,508,716,,,,,,,33754.36,16382.765,1731.655,58.529,,,,,,,180,516,834,072,716,508,,,,,44821.641,19488.623,10957.565,7173.308,2901.14,329.545,,,,
2019,004,Afghanistan,101151.575,,860,,,,,,,,,,101151.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,008,Albania,32287.955,56052.489,300,688,203,,,,,,,,27599.472,3280.007,1408.476,,,,,,,,300,203,688,,,,,,,,45548.552,10095.503,408.434,,,,,,,
2019,012,Algeria,,10717.919,,,,,,,,,,,,,,,,,,,,,788,504,,,,,,,,,10597.32,120.599,,,,,,,,
2019,016,American Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,020,Andorra,28401.591,51.069,724,251,,,,,,,,,15107.897,13293.694,,,,,,,,,222,,,,,,,,,,51.069,,,,,,,,,
2019,024,Angola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,028,Antigua and Barbuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,031,Azerbaijan,8286.271,77548.085,643,051,364,268,,,,,,,3563.035,3037.922,918.818,766.496,,,,,,,268,643,051,792,364,,,,,,57031.915,9133.145,6841.151,3619.334,922.54,,,,,
2019,032,Argentina,438278.019,2697.615,600,858,076,,,,,,,,383537.896,54161.717,578.406,,,,,,,,076,,,,,,,,,,2697.615,,,,,,,,,
2019,036,Australia,,0.603,,,,,,,,,,,,,,,,,,,,,242,,,,,,,,,,0.603,,,,,,,,,
2019,040,Austria,1098413.024,1170666.548,276,203,757,705,348,442,724,380,,,761032.366,209062.531,95673.79,15967.227,9629.442,6382.956,620.212,44.5,,,705,348,276,757,380,203,724,,,,309382.301,282643.418,244419.092,226950.296,70802.748,34889.88,1578.813,,,
2019,044,Bahamas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,048,Bahrain,0.387,,842,,,,,,,,,,0.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,050,Bangladesh,504981.779,,699,,,,,,,,,,504981.779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,051,Armenia,12202.825,65568.746,031,364,268,,,,,,,,6841.151,2900.155,2461.519,,,,,,,,364,031,268,,,,,,,,62530.805,3037.922,0.019,,,,,,,
2019,052,Barbados,0.194,,842,,,,,,,,,,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,056,Belgium,578093.28,694596.185,528,251,826,442,,,,,,,299351.176,268749.032,5647.544,4345.528,,,,,,,826,528,251,203,442,,,,,,258927.905,212347.865,190320.379,22014.948,10985.088,,,,,
2019,058,Belgium-Luxembourg (...1998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,060,Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,064,Bhutan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,068,Bolivia (Plurinational State of),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,070,Bosnia Herzegovina,174235.818,343157.193,191,688,380,348,499,705,203,,,,105059.662,17545.635,13395.692,12536.518,9781.022,9183.186,6734.103,,,,191,688,757,499,380,705,203,300,348,208,142661.698,93781.248,48590.484,28737.565,16501.539,7608.852,3122.288,1606.714,527.339,19.466
2019,072,Botswana,155927.314,,710,894,508,516,,,,,,,78695.68,58785.742,16121.767,2324.125,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,076,Brazil,1540386.346,578.406,600,858,862,032,,,,,,,1500246.163,24498.99,12943.578,2697.615,,,,,,,032,,,,,,,,,,578.406,,,,,,,,,
2019,084,Belize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,086,Br. Indian Ocean Terr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,090,Solomon Isds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,092,Br. Virgin Isds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,096,Brunei Darussalam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,100,Bulgaria,301787.678,585421.925,380,792,688,203,705,642,442,807,300,208,120671.479,61726.039,31870.043,21846.991,15437.408,15418.238,7183.958,7119.089,6827.577,5223.427,300,705,203,642,807,380,688,792,208,348,122031.548,106160.383,104854.694,73112.493,38874.775,33954.836,30838.47,26685.638,22209.79,6706.84
2019,104,Myanmar,50519.611,36477.152,156,764,699,418,,,,,,,35627.702,14297.03,439.639,155.24,,,,,,,156,,,,,,,,,,36477.152,,,,,,,,,
2019,108,Burundi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,112,Belarus,1416.557,123481.535,643,804,,,,,,,,,1387.357,29.2,,,,,,,,,440,804,428,,,,,,,,77217.035,45609.8,654.7,,,,,,,
2019,116,Cambodia,232019.692,2.962,764,704,418,,,,,,,,122320.892,99572.809,10125.991,,,,,,,,466,,,,,,,,,,2.962,,,,,,,,,
2019,120,Cameroon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,124,Canada,498041.115,1915130.74,842,704,,,,,,,,,422781.982,75259.133,,,,,,,,,842,826,,,,,,,,,1915124.173,6.567,,,,,,,,
2019,132,Cabo Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,136,Cayman Isds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,140,Central African Rep.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,144,Sri Lanka,0.309,,380,,,,,,,,,,0.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,148,Chad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,152,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,156,China,183838.84,1583138.328,643,104,408,784,,,,,,,135921.434,36477.152,11428.577,11.677,,,,,,,344,446,704,496,104,408,418,608,508,784,843002.228,457632.426,125783.717,116753.835,35627.702,2750.122,1496.775,80.132,5.559,4.887
2019,162,Christmas Isds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,166,Cocos Isds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,170,Colombia,66223.137,316.508,218,,,,,,,,,,66223.137,,,,,,,,,,218,,,,,,,,,,316.508,,,,,,,,,
2019,174,Comoros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,175,Mayotte (Overseas France),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,178,Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,180,Dem. Rep. of the Congo,48414.813,,894,800,,,,,,,,,48221.724,193.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,184,Cook Isds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,188,Costa Rica,6422.403,6626.357,320,222,,,,,,,,,4019.888,2402.515,,,,,,,,,222,,,,,,,,,,6626.357,,,,,,,,,
2019,191,Croatia,659420.515,462274.61,348,070,705,688,757,100,,,,,333090.943,142661.698,121828.785,60560.939,860.948,417.202,,,,,348,070,705,688,100,757,,,,,225838.161,105059.662,91372.776,38224.836,1354.066,425.109,,,,
2019,192,Cuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,196,Cyprus,6637.133,5824.571,100,,,,,,,,,,6637.133,,,,,,,,,,100,300,,,,,,,,,3649.805,2174.766,,,,,,,,
2019,200,Czechoslovakia (...1992),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,203,Czechia,888134.619,1640769.254,276,616,100,703,688,040,056,380,792,499,360883.956,128415.99,104854.694,79370.374,51032.862,34889.88,22014.948,21348.761,20795.729,18935.617,703,276,040,380,688,616,826,807,100,499,688884.443,293122.654,209062.531,205896.138,66078.439,62631.184,23140.932,22382.445,21846.991,14843.86
2019,204,Benin,119537.877,,566,768,288,,,,,,,,87150.442,23815.506,8571.929,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,208,Denmark,658089.216,429111.787,276,752,579,100,203,499,070,,,,275907.773,209767.994,145542.178,22209.79,2628.237,2013.778,19.466,,,,276,579,752,100,499,300,826,203,,,151952.173,139975.854,129283.296,5223.427,2157.565,368.755,116.185,34.532,,
2019,212,Dominica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,214,Dominican Rep.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,218,Ecuador,316.508,66758.794,170,,,,,,,,,,316.508,,,,,,,,,,170,604,,,,,,,,,66223.137,535.657,,,,,,,,
2019,222,El Salvador,174705.52,12680.391,320,591,188,020,,,,,,,153845.938,14182.156,6626.357,51.069,,,,,,,320,188,340,591,842,,,,,,8133.095,2402.515,1200.733,881.035,63.013,,,,,
2019,226,Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
